SN,Yr_disclosure,Regions,Codes,NoStuR,NoStuE,NoStuE_ODC,StuEmp_CEA,NoCEA,Class_UND30,NoStuE_MJCred,NoStuE_LBCred,NoStueE_Cap,CapFund,TPTC,NoStuE_VolCLPG,No_VolCLPG,LibLit_pStuE,LibSpen_pStuE,NoStuR_pFac,NoStuE_pFac,NoStuE_EntreCL,NoStuE_EntrePG,NoStuE_EntreCLPG,NoFac_Entre,EntreFund_Col,EntreFund_Bus,Startup_Fund,EntreFund_pStuE,StuEStartup_Fund,Rfac_pStuR,Rfac_pStuE,BookPub_pFac,PaperPub_pFac,RLand_pStuR,RLand_pStuE,RFacil_StuR,RFacil_StuE,Tot_FinanSup,No_FinanSup,Tot_GF,No_GF,Tot_RGF,No_RGF,Profit_CIC,TotIncome_CIC,EduSupFee_pStudE,TotEduSup_Fee,TotExt_Schol,NatSchol,TotInt_Schol,Disast_Schol,TotSchol,Schol_pStuE,Cred_pRFac,Cred_pCFac,TotCred,AveGradScore,NoGrad,NoEmpl,NoExcep,Freelancer,Founder,IndFac_H,IndFac_D,IndFac_C,SafeFund_SCI,REnrol_StuR
236,2020,13_Kyungbuk,C103,2315,2853,135,34,29,639,38171,5950,334,16956720,160,15,1,45,19907.3,27.89,34.37,248,64,312,1,0,6060000,6060000,19423.077,0,74.11,60.58,0.062,0.13,396.1,365.3,188.4,173.8,5691586549,17,4271789600,3,1419796949,14,375378394,7063939334,11093483.8,31638615882,8179455560,8055855340,2921800480,0,11101256040,3956256.6,1725.6,1482.4,3208,3.47,1125,676,180,0,7,1,1,0,9276000,95.2
237,2020,13_Kyungbuk,C104,3645,5022,267,112,159,1326,56202,8943,270,87657454,171,328,11,35.2,12712.4,29.63,40.83,1296,303,1599,1,0,5000000,5000000,3126.954,5000000,68.33,50,0.008,0.008,138.8,117.6,113.6,96.3,9171367321,32,7629529140,12,1541838181,20,1939452528,9184906638,10842773.9,56978776866,15330569627,15176816027,8989192330,0,24319761957,4812935.3,3271,2691,5962,3.54,2188,1416,229,0,43,16,5,0,11547150,92.9
238,2020,13_Kyungbuk,C105,3866,4109,173,23,22,1656,54864,9448,1768,76020617,438,4,2,31.7,21637.1,35.15,37.35,1215,236,1451,15,700000,189849000,190549000,131322.536,190549000,58.82,55.28,0.032,0.125,260.8,251.9,137.8,137.5,5699554000,32,5160337000,10,539217000,22,523152255,2419254388,9208417.8,39725114361,10448388997,10340398877,3460230525,0,13908619522,3375059.3,2469.4,3128.6,5598,3.35,1483,873,224,115,47,6,0,0,0,90
239,2020,13_Kyungbuk,C107,832,890,0,0,0,323,14094,3663,104,8456630,30,581,11,47.3,25250.9,27.73,29.67,259,43,302,4,0,83206499,83206499,275518.209,83206499,73.17,68.18,0.018,0.268,6366.1,6462.4,157.9,160.3,4741022990,20,1974630000,7,2766392990,13,80190906,4209826468,14736930.1,12909550766,2935594086,2599198126,682716700,0,3618310786,4178188,469,693,1162,3.45,266,203,29,0,8,2,1,0,19068420,94.1
240,2020,13_Kyungbuk,C108,650,633,0,0,0,300,9233,2102,122,4200360,3,422,11,168.6,38642.2,27.08,26.38,267,0,267,1,35436400,0,35436400,132720.599,0,72.73,75,0.229,0.068,1640.1,1696.3,521.2,539,742082225,9,339827225,3,402255000,6,0,968324464,12687760.3,8627677002,1804562954,1785216454,491579980,0,2296142934,3361849.1,486.8,531.2,1018,3.33,248,172,31,0,2,0,0,0,23818120,87.8
241,2020,13_Kyungbuk,C109,2215,2330,0,0,0,753,35768,6056,172,23371780,0,1304,3,32.7,22361,31.2,32.82,843,222,1065,1,0,58259070,58259070,54703.352,36976300,65.74,62.28,0.147,0.03,141,142.7,133.7,135.3,3019830000,10,2604300000,1,415530000,9,0,401661893,8903028.9,21367269290,6393022878,6345222878,1897937610,0,8290960488,3507174.5,1480.8,1199.3,2680.1,3.38,813,670,53,6,6,1,0,0,0,88.2
242,2020,13_Kyungbuk,C110,1273,1602,0,0,0,480,18870,4780,322,5913140,0,758,4,30.2,21600,26.52,33.38,651,20,671,1,7000000,6000000,13000000,19374.069,13000000,88.89,71.64,0.093,0.322,512.9,427.7,151.5,126.4,2509691000,9,2195000000,4,314691000,5,28100903,334545766,7875119,12915195235,3419240184,3412320904,2386270220,0,5805510404,3630713.2,1222,934,2156,3.31,714,365,44,0,32,1,0,0,18479220,96.2
243,2020,13_Kyungbuk,C111,2628,2612,139,38,54,1012,41654,6032,294,40488689,144,1027,13,50.2,36172.4,29.86,29.68,789,167,956,1,61440080,0,61440080,64267.866,5500000,67.18,67.69,0.016,0.078,173.1,175.1,114.7,116,4695870000,18,4377810000,5,318060000,13,157037256,4620493283,11230878.6,30031369290,6790045410,6637152670,2650669279,0,9440714689,3586897.7,1722,1939,3661,3.34,925,666,120,0,5,3,0,0,46556720,83
244,2020,13_Kyungbuk,C112,939,503,0,0,0,228,8070,1540,0,0,2,186,4,43.9,740.1,58.69,31.44,59,0,59,0,0,0,0,0,0,37.21,69.57,0,0.25,1853.4,3133.7,205.9,348.1,0,0,0,0,0,0,0,0,6144255.5,3287176706,215421880,209636880,1033432570,0,1248854450,2397033.5,426,309,735,3.32,212,182,24,0,17,0,0,0,44997100,48.7
245,2020,13_Kyungbuk,C113,1857,1823,16,3,1,657,21854,4999,268,16721564,45,369,3,51.4,22784.4,29.95,29.4,344,119,463,3,7535000,15000000,22535000,48671.706,22535000,68.13,68.89,0.079,0.123,754.1,737.3,295,288.4,2380376000,20,766876000,4,1613500000,16,115440608,4576556243,10897193.1,20323265180,5504562114,5353118114,1409569650,0,6914131764,3845457,1323,1067,2390,3.43,676,528,41,0,10,0,3,0,13334110,87
246,2020,13_Kyungbuk,C115,1776,1923,0,0,0,734,24898,4358,0,0,27,517,6,0,0,30.62,33.16,47,38,85,1,0,5000000,5000000,58823.529,0,68.24,63.74,0.054,0.034,116,126.1,176.1,191.3,3656480000,6,3534480000,4,122000000,2,0,3539199574,10745509.3,20781815042,5234473970,5206659470,2010343080,0,7244817050,3839330.7,1258,1530,2788,3.38,709,481,67,0,38,0,4,4,4549300,85.8
247,2020,14_Kyungnam,C116,1196,1181,122,41,36,377,13422,3101,58,17524118,112,494,8,54.6,34017.3,30.67,30.28,32,141,173,2,0,9587320,9587320,55418.035,0,66.1,67.24,0.033,0.237,640.2,714.5,183.9,205.3,6333793802,9,5831793802,6,502000000,3,325365196,6511359427,14976016.4,17956243635,2803371635,2682897690,1050358840,0,3853730475,3282564.3,752.8,847.3,1600.1,3.6,408,342,17,0,2,2,0,8,57063010,80.9
248,2020,14_Kyungnam,C117,892,856,146,18,21,571,12022,2251,209,21445590,193,55,2,49.6,29814.6,30.76,29.52,379,188,567,2,0,26861940,26861940,47375.556,43103250,64.44,67.44,0.179,0.066,720.3,802.3,212.6,236.8,3015120000,13,1942620000,4,1072500000,9,618193880,2948459042,0,0,1477225420,1452129020,650973100,0,2128198520,2446205.2,540,958,1498,3.35,384,203,48,0,4,0,13,5,3420400,95.1
249,2020,14_Kyungnam,C118,775,783,194,99,111,530,9577,2888,302,10228084,78,2326,9,53.1,28700.9,32.29,32.63,478,83,561,1,1700000,45771726,47471726,84619.832,45771726,63.16,61.54,0.063,0.096,683.6,712.2,249.6,260.1,4134400000,10,3097500000,3,1036900000,7,10537690,3662331771,0,0,1503866270,1409161430,619668100,0,2123534370,2765018.7,435,879,1314,3.22,363,230,30,0,3,0,0,1,19606410,95.4
250,2020,14_Kyungnam,C119,1326,1471,120,2,2,580,19391,3111,0,0,50,779,66,18.7,14976.9,30.14,33.43,73,40,113,3,1222000,2387800,3609800,31945.133,3609800,67.69,61.11,0.332,0.157,445,414.3,133.3,124.1,1055200000,4,1048000000,2,7200000,2,0,1048391250,8549606.6,12260135855,4115200360,4089608200,1272004150,0,5387204510,3828858.9,1160,818,1978,3.19,443,242,50,0,7,0,0,0,0,93.3
251,2020,14_Kyungnam,C120,1957,2171,0,0,0,1065,29493,7126,363,5385550,326,842,2,37.3,17620.6,32.62,36.18,647,204,851,2,0,17568820,17568820,20644.912,0,62.5,56.07,0.319,0.044,696.1,699,192.4,193.2,4497986370,18,4438086370,15,59900000,3,866297587,5003763124,10809017.9,24763459921,5975990770,5789728990,1939220520,0,7915211290,3510071.5,1446.2,1594.9,3041.1,3.39,927,510,90,0,11,9,0,0,8015070,90.8
252,2020,14_Kyungnam,C121,5342,5571,177,8,13,1398,71886,11345,164,21427970,199,1277,89,32.7,32509.8,34.03,35.48,1202,205,1407,2,0,254556080,254556080,180921.166,455332960,59.47,57.09,0.084,0.07,192.1,184.2,166.8,160,4830660000,15,4600560000,9,230100000,6,108881999,1570909243,9575868.4,53576983862,12615791910,12416010710,4771531250,0,17387323160,3184491.4,3365.1,2956,6321.1,3.27,1916,1383,80,6,11,3,0,0,21895000,89.3
253,2020,14_Kyungnam,C122,1162,1207,97,50,16,481,11787,4563,159,27133217,101,296,1,59.1,32248,29.79,30.95,345,0,345,1,0,0,0,0,0,66.1,63.93,0,0.201,521,505.7,192.9,187.2,3241100000,3,3216100000,2,25000000,1,100206500,3224126612,14239468.1,16987685463,2555671119,2525686119,1117794000,0,3673465119,3236533.1,866,894,1760,3.46,461,411,7,0,2,8,0,0,11820840,96.9
254,2020,14_Kyungnam,C123,2405,2878,714,19,17,965,41491,9500,528,11111320,44,894,1,32.5,22359.6,30.83,36.9,1151,20,1171,1,0,0,0,0,0,65.55,55.32,0.156,0.228,55.7,47,113,95.4,0,0,0,0,0,0,9090909,51648329,8093519.8,22726603587,8078982450,7991281050,2477743742,0,10556726192,3808342.8,1772.9,1408.4,3181.3,3.33,841,650,58,0,7,0,0,0,42632720,93.8
255,2020,14_Kyungnam,C125,2985,2712,378,68,93,1220,36500,9422,521,108096268,6,5349,3,61.7,21780,35.54,32.29,651,423,1074,2,0,20375400,20375400,18971.508,20375400,59.15,65.12,0.056,0.082,253.9,270.4,233.7,248.8,5272024267,29,4571208767,19,700815500,10,404540498,4826159473,11156678.3,34529919295,7651851990,7565774370,2427090450,0,10078942440,3308910.8,1958,1702,3660,3.38,1369,843,124,0,24,9,0,0,16530000,82.7
256,2020,14_Kyungnam,C126,594,635,129,90,73,296,6952,1428,0,0,212,330,2,31.6,22710.3,29.7,31.75,311,0,311,2,0,0,0,0,0,66.67,62.5,0.017,0.299,157.6,511.6,165.5,268.7,1788000000,2,1758000000,1,30000000,1,91563180,1962725940,11732457.2,7637829669,1770879410,1595773040,745612940,0,2516492350,3962980.1,465,469,934,3.42,310,232,11,0,4,6,0,0,17467570,94.4
257,2020,15_Chonbuk,C127,886,1152,0,0,0,157,17867,4580,20,480550,0,0,0,32.7,28703.8,27.69,36,0,42,42,0,1613100,0,1613100,38407.143,200000,71.11,55.17,0.081,0.375,192.1,73.7,114,87.5,0,0,0,0,0,0,30600000,31155500,9362400.5,10616962182,2916182688,2886582688,1075000000,0,3991182688,3538282.5,750,437,1187,3.29,268,247,1,0,0,2,0,0,4957000,95.9
258,2020,15_Chonbuk,C128,1550,1899,42,9,9,885,25077,3858,36,1656000,121,365,11,45.3,24618.8,29.81,36.52,65,37,102,2,864000,0,864000,8470.588,0,69.33,57.78,0.058,0,428.1,441.9,121.4,125.3,4579748190,19,3831962000,7,747786190,12,79846000,1130546413,10307140.6,20109231301,4893588136,4841782436,1647350464,0,6540938600,3444412.1,1322.5,1662,2984.5,3.4,817,438,111,5,21,0,0,1,37192000,90.7
259,2020,15_Chonbuk,C129,1354,1214,0,0,0,617,16675,2347,0,0,0,217,4,33.5,3235.5,38.69,34.69,0,0,0,0,0,0,0,0,0,51.47,57.38,0.033,0.114,458.3,507.4,182.5,202,0,0,0,0,0,0,7609870,8150450,10136805.4,12812921996,2713457847,2707884887,1037588080,0,3751045927,3092370.9,563,1136,1699,3.2,549,272,113,0,10,0,0,0,2310000,85.2
261,2020,15_Chonbuk,C131,4033,4593,234,61,16,1323,59557,10911,1501,90680216,102,1623,10,40.4,23947.3,32.26,36.74,1784,213,1997,3,32890000,250889200,283779200,142102.754,307652130,64.43,56.05,0.047,0.378,100.9,94,111.6,104,7091549500,35,5636983500,14,1454566000,21,236377359,6492910723,11562547,52528651123,13981746388,13870975788,3617199995,0,17598946383,3957487.4,2900.8,2491.2,5392,3.46,1593,1152,172,0,18,16,0,0,126095990,91.8
262,2020,15_Chonbuk,C132,1478,1717,182,35,103,530,22764,3448,323,45436543,141,1092,6,40.4,29891.4,30.16,35.04,692,103,795,6,80000,197602580,197682580,248657.333,21210580,68.06,59.04,0.101,0.205,249.8,225.5,215.4,194.5,4716086000,22,4131359000,9,584727000,13,617469815,4699842680,11572722.7,19083419760,5502091314,5479991314,1812923620,0,7315014934,4493252.4,1096,965,2061,3.34,626,398,90,7,26,2,6,0,6678530,94.6
263,2020,15_Chonbuk,C133,2036,1743,51,15,67,847,14853,1784,248,9307230,162,965,2,51.4,22661.7,36.36,31.13,464,160,624,2,7000000,21300000,28300000,45352.564,163900000,65.12,74.67,0.097,0.142,64.8,87.7,111.9,151.5,3596578476,18,3007118476,9,589460000,9,229284707,3886708943,11473515.7,20250755240,5547766055,5475851450,1902141875,0,7449907930,4403018.9,1256.5,1301.5,2558,3.22,635,365,113,2,12,2,0,0,0,80.5
264,2020,15_Chonbuk,C134,2582,3546,297,80,168,1315,43944,9553,358,103000930,255,947,6,38.4,21943.1,28.69,39.4,0,347,347,1,72000000,0,72000000,207492.795,72000000,70.31,51.43,0.07,0.45,224.5,187.5,178.8,149.3,7678869840,27,7230941940,13,447927900,14,600334234,4520611818,10711999.5,38723878217,10683553390,10405216670,2462290990,0,13145844380,3736738,2318.2,2686.5,5004.7,3.41,1490,848,234,9,14,4,6,0,13793000,98.7
265,2020,15_Chonbuk,C135,1650,1673,0,0,0,647,16189,9480,0,0,672,0,0,40.4,48572.5,30.56,30.98,1566,132,1698,0,0,0,0,0,0,65.06,64.29,0,0.119,1666.9,1644.1,396.7,391.3,1893807140,33,1821345140,31,72462000,2,1034580845,3101679852,0,0,96712500,96712500,341540060,0,438252560,271700.3,1216.8,591.2,1808,3.61,550,221,152,0,1,0,0,0,1802400,94.7
266,2020,16_Chonnam,C136,1992,1818,0,0,0,659,39132,3535,0,0,11,977,18,12.9,4365.8,31.13,28.41,367,0,367,2,12500000,0,12500000,34059.946,0,72.73,80,0,0.007,368.8,999.4,151.6,205.3,1429079000,3,0,0,1429079000,3,116685289,1631434563,7358155.3,14731026982,5398490410,5341968410,968537210,0,6367027620,3298978,1450,1360,2810,3.48,833,574,95,0,45,5,2,0,0,87.3
267,2020,16_Chonnam,C137,1850,648,0,0,0,412,17152,1535,0,0,0,255,5,34.2,0,39.36,13.79,0,0,0,1,0,0,0,0,0,51.65,138.24,0.032,0.005,131.3,729.4,125.9,349.6,57924000,2,41924000,1,16000000,1,27885500,89646265,8031608.9,7999482432,244770020,241266240,1764291110,0,2009061130,2073334.5,934,367,1301,3.49,384,299,24,0,4,0,0,0,20334730,34.5
268,2020,16_Chonnam,C138,1606,1699,0,0,0,628,19905,3591,66,6071500,0,861,5,31.6,19391.4,31.49,33.31,130,87,217,5,1800000,0,1800000,8294.931,0,68.92,65.38,0.382,0.09,569.5,560,184.1,181,428833000,6,332617000,4,96216000,2,19213836,339043413,7354761.5,12767865930,4197884160,4137544160,843336840,0,5041221000,3033225.6,1235,993,2228,3.42,507,440,34,0,25,0,0,0,12806480,92.5
269,2020,16_Chonnam,C139,2294,2334,25,19,2,621,38676.352,4919,0,0,76,119,16,31.1,22225.8,32.31,32.87,757,145,902,0,0,0,0,0,0,63.39,62.28,0.148,0.073,183.7,187.4,173.4,176.9,1290000000,3,1110000000,2,180000000,1,52701400,1749519253,9281015.3,21225682032,7624715260,7233328100,1256357045,0,8881072305,3954172.9,1781,847,2628,3.25,748,548,62,0,19,1,0,0,19889600,88.7
270,2020,16_Chonnam,C140,2446,2529,352,109,262,1006,30665,6562,686,82696030,267,1480,7,42.2,26668.2,32.61,33.72,975,83,1058,1,0,16800000,16800000,15879.017,16800000,63.56,61.48,0.066,0.072,338.6,345.3,152.5,155.5,5443737300,16,4814537300,10,629200000,6,113449199,4538910294,9467224.5,25504702835,6271934938,6227979438,2067170240,0,8339105178,3228457.3,1976,1529,3505,3.35,1087,607,82,0,14,6,3,0,11694210,88.1
271,2020,16_Chonnam,C141,3171,3976,593,141,63,1494,55490,11557,674,64642000,121,363,4,29,28025.5,30.49,38.23,1507,51,1558,3,0,4854940,4854940,3116.136,4854940,65.82,52.53,0.273,0.06,149,151.4,128,130,5503190000,21,5072550000,5,430640000,16,361239652,5509892148,9338886.5,38578940023,12943269063,12902019063,2714111197,0,15657380260,3876548.7,2870,2493,5363,3.51,1531,973,287,2,58,4,0,0,2200000,90.1
272,2020,16_Chonnam,C142,1505,1320,0,0,0,720,18363,2457,171,16006900,233,419,2,64.5,38878.7,34.2,30,770,168,938,2,0,74924000,74924000,79876.333,12600000,61.11,68.75,0.019,0.006,613.4,718.4,172.7,202.3,5721323420,40,3991684536,15,1729638884,25,243257937,7289758666,0,0,1457803890,1399180430,418253970,0,1876057860,1484223,712.7,1341,2053.7,3.3,558,288,63,6,15,0,0,0,27314670,83.9
273,2020,16_Chonnam,C143,2777,2697,0,0,0,765,36162,5628,8,377950,134,857,13,34.8,22011.5,40.84,39.66,1594,104,1698,3,0,14884000,14884000,8765.607,14884000,51.52,51.91,0.127,0.329,66.2,67.8,141.4,144.9,5729812580,88,4274739980,28,1455072600,60,499498533,5048323089,11069250.2,29610244251,7083541920,7015041920,2095753070,0,9179294990,3533215.9,1508,1879,3387,3.36,869,660,73,0,18,0,0,0,12725830,85.6
274,2020,16_Chonnam,C144,1349,1372,535,6,22,416,16255,3667,0,0,97,457,4,20.7,17888.4,34.59,35.18,452,105,557,2,248200,26688680,26936880,48360.646,0,60,59.09,0.005,0.103,621.2,559.8,190,171.3,1618346062,4,1508346062,2,110000000,2,514429012,1737356965,8652783.1,11802396082,2964069539,2962069539,849250520,0,3813320059,2904280.3,719,1062,1781,3.57,567,330,23,0,21,4,0,0,0,87.2
275,2020,17_Jeju,C145,2355,2230,56,17,12,1039,25704,5044,60,3821630,306,343,12,31.9,32412.6,33.64,31.86,649,78,727,1,0,19789000,19789000,27220.083,0,65.42,67.31,0.035,0.051,160.2,173.5,179.3,194.2,6090861000,17,4181639000,6,1909222000,11,126118180,1626893293,9804345.3,22500972447,5630392614,5529340514,1410000000,0,7040392614,3222147.6,1649,1778,3427,3.42,733,520,64,0,8,3,0,0,7067440,82.4
276,2020,17_Jeju,C147,4646,6041,0,0,0,2060,64335,10774,378,43685960,94,365,11,25.9,14483.2,30.97,40.27,1541,74,1615,4,10000000,82840570,92840570,57486.421,82840570,69.12,53.96,0.044,0.287,107,87,117.8,95.9,4888624000,27,4679823000,21,208801000,6,1688324183,7065532743,7170078.2,44031450299,11487893980,11328651320,3132101274,0,14619995254,2453431,3720,3693,7413,3.32,1624,894,318,0,7,6,80,6,49947270,90
277,2021,01_Seoul,C001,4976,5867,336,52,122,1158,58103,18515,1030,53886237,87,0,0,48.1,32462.5,31.9,37.61,1237,223,1460,6,6337222,569756549,576093771,394584.775,445220320,64.46,54.74,0.033,0.196,28.1,27.4,118.5,115.7,11047212000,28,10529212000,26,518000000,2,324338557,11266810954,10629868.7,62227251156,15280150570,14781880570,6660000000,839790000,21940150570,3934041.7,3716.8,3010.3,6727.1,3.5,2285,1511,255,23,16,7,0,0,19895806,94.6
278,2021,01_Seoul,C002,5752,6539,120,10,45,3453,68574,20479,1545,212266414,471,580,22,35.9,24244.8,30.76,34.97,1743,873,2616,8,203546250,469944319,673490569,257450.523,463529390,69.52,61.51,0.067,0.165,26.2,24.4,137.4,128,3586097923,14,2947951513,12,638146410,2,391184853,1308718146,10363496.8,73249195639,17916005560,17638764065,6722683393,1241197690,24638688953,3716803.3,4008,5724,9732,3.36,2797,1495,477,59,42,25,0,0,4737260,91.7
279,2021,01_Seoul,C003,2599,2673,0,0,0,652,29830,6756,307,15554163,72,51,3,53.4,28032.7,33.75,34.71,614,205,819,2,10266570,0,10266570,12535.495,10266570,66.96,64.71,0.171,0.323,45.2,46.5,118.5,121.9,1595485000,13,794135000,9,801350000,4,43766689,1477819866,10192197.8,29292376496,7468870430,7363641140,2233054660,261357200,9701925090,3498710.8,1643,1808,3451,3.65,1190,726,121,5,5,5,0,0,3385890,90.1
280,2021,01_Seoul,C004,1072,1329,19,16,18,461,16419,5630,253,9088400,12,488,5,49.2,40046,24.36,30.2,435,99,534,2,1448000,0,1448000,2711.61,610260,83.02,66.67,0.44,0.191,173.4,137.7,128,101.6,3209430113,11,3038930213,6,170499900,5,59232313,3276346290,12875101,17136759486,3095384557,3015893167,1229384885,270628000,4324769442,3313999.6,948,717,1665,3.46,459,354,39,0,6,1,0,0,19889600,96.1
281,2021,01_Seoul,C005,672,918,0,0,0,82,12276,3643,215,8400000,72,515,4,41.6,52247.5,24.89,34,165,12,177,3,0,0,0,0,0,79.41,58.7,0.133,0.744,39.7,30.1,106.8,81,2104800000,2,1604800000,1,500000000,1,59229719,2138409791,11293857.3,10548462748,1599333324,1494694764,913113890,206402150,2512447214,2692869.5,375,299,674,3.52,244,221,1,0,0,0,0,0,5052000,93
282,2021,01_Seoul,C006,5438,5670,303,15,21,2617,66682,11730,797,42237100,365,212,5,31.8,33440.3,32.76,34.16,1278,258,1536,4,18905623,261724500,280630123,182701.903,236567813,63.36,60.58,0.022,0.371,24,24.9,100.1,103.9,9018376800,29,6088850800,19,2929526000,10,505079761,8662425738,9738121.7,58964327040,14741853120,14604469300,5447267000,638254260,20189120120,3488099.5,3413,5122.5,8535.5,3.29,2424,1322,278,39,19,15,0,0,8397230,88.6
283,2021,01_Seoul,C007,3248,3273,0,0,0,679,39224,5826,335,4399999,42,558,5,56.5,35309.5,41.64,41.96,1272,343,1615,0,0,0,0,0,25702500,54.17,54.17,0.041,0.414,50.2,52.4,146.8,153.2,0,0,0,0,0,0,51291772,64922941,8027460.3,27261255160,8538396395,8457537450,3705717135,770412090,12244113530,3672499.6,1832,2103,3935,3.54,1471,923,130,106,8,11,0,0,27941882,92.5
284,2021,01_Seoul,C008,5644,5899,221,2,16,1513,59538,21408,1613,53895110,26,949,15,43.7,11304.7,34,35.54,2399,580,2979,7,268000000,1888045000,2156045000,723747.902,202000000,61.94,59.07,0.006,0.019,56.2,58.5,120.8,125.8,5719721870,30,3744821870,27,1974900000,3,518738649,5165652890,9393423.2,59948826687,16408138027,15932496647,4878995027,573300000,21287133054,3519116.1,4089,2913,7002,3.54,2390,1305,318,65,13,11,0,0,228160,90.6
285,2021,01_Seoul,C010,6218,6541,1835,2,25,1928,71808,10748,1397,175981952,310,816,10,41,33605.6,34.93,36.75,1925,732,2657,4,13600000,108313397,121913397,45883.853,121913397,61.59,58.55,0.088,0.386,49.2,50.8,129.6,133.7,13177137343,52,9424653393,32,3752483950,20,1676472361,14736503297,10123674.3,67626144550,15657165054,15378138450,6278701885,1255420000,21935866939,3415205.8,3915.5,3930,7845.5,3.52,2361,1453,276,107,18,28,16,4,17467570,92.1
286,2021,02_Inchon,C011,4003,4584,102,18,49,1270,54106,13419,638,99809949,24,620,3,58,24888.6,35.74,40.93,1692,333,2025,5,41984799,0,41984799,20733.234,41984799,61.88,53.85,0.217,0.259,35.7,33.7,104.7,98.8,1513500000,14,841850000,8,671650000,6,135965903,1775383826,9319069.5,44004646136,12862371770,12821820650,4758603870,889733340,17620975640,3798442.7,2615,2740,5355,3.49,1849,1168,232,18,6,2,1,0,0,91.1
287,2021,02_Inchon,C012,3321,3386,227,102,86,2431,48988,4440,979,116097218,147,1125,4,30.2,23209.1,33.55,34.2,2596,326,2922,3,0,34736980,34736980,11888.084,34736980,63.87,62.66,0.088,0.163,87.7,90.3,135.1,139.1,10378407550,13,7553488000,7,2824919550,6,160258042,9892320350,9759313,38559045708,9302343919,9226934890,3237666230,331939800,12540010149,3378235.5,2624,3052,5676,3.36,1570,991,178,11,13,0,0,0,25375000,90.5
288,2021,02_Inchon,C013,5716,6613,260,71,144,2634,82598,6164,659,141944194,428,0,1,31.9,26962.6,33.43,38.67,1927,43,1970,2,1178060,49992609,51170669,25974.959,51170669,62.18,53.61,0.115,0.386,55,51.6,107.7,101,10799549500,51,10675049500,45,124500000,6,511992625,10592834169,10926158,75237523959,17524854790,17408253670,8418689360,1194500000,25943544150,4034765.8,5403,4215,9618,3.47,2805,1755,228,0,21,19,6,0,31762650,94.8
289,2021,03_Daejeon,C014,3662,2837,0,0,0,1720,43482,8525,610,19551271,0,295,8,50.1,22238.7,38.15,29.55,536,96,632,2,0,12858112,12858112,20345.114,12858112,54.24,69.57,0.066,0.117,253.4,317.7,154.5,193.6,4061744800,15,3898000000,7,163744800,8,248572476,3392073363,10934390.8,40905555796,9764179780,9708560390,3358636340,687879770,13122816120,3683080.6,2433,2396.1,4829.1,3.38,1673,942,287,19,18,0,0,1,12987710,67.6
290,2021,03_Daejeon,C015,4190,4078,0,0,0,1405,58105,14986,184,65634700,55,724,1,79.7,19372.4,33.79,32.89,1139,463,1602,4,0,36899180,36899180,23033.196,36899180,62,62.94,0.044,0.292,237.5,236.2,179.4,178.5,7797506646,15,7051890146,7,745616500,8,257676280,7813642958,10475739.3,46575137126,12532171430,12445813520,3553076690,440400000,16085248120,3742496.1,2793.8,2425.5,5219.3,3.4,1524,975,199,32,13,1,27,0,22531310,81
291,2021,03_Daejeon,C016,5363,5175,0,0,0,1351,66059,17201,181,10954614,105,2802,8,43,28612.1,34.82,33.6,1336,234,1570,4,0,64995400,64995400,41398.344,64995400,57.68,59.46,0.071,0.305,69.6,79.1,133,151.3,6302917100,22,5694097100,15,608820000,7,169708985,5896059160,9442068.5,53791464187,14884106210,14741805160,4967699660,555000000,19851805870,3558309,4077.5,2345.5,6423,3.54,1995,1549,152,7,15,6,0,0,4402610,83.1
292,2021,03_Daejeon,C017,4510,3744,340,121,173,1764,49665,11859,1050,18466590,175,178,68,38.7,13816.6,37.58,31.2,1889,136,2025,3,16800,7248700,7265500,3587.901,11760500,57.97,68.97,0.02,0.108,111.9,129.9,128.1,148.7,7515476050,16,6922740050,11,592736000,5,174208179,7251932420,10088044.4,45971218249,12206674610,12073064830,3524480690,265887300,15731155300,3617189.1,2399.2,3395.9,5795.1,3.34,1877,1085,282,12,11,20,1,3,11820840,74.8
293,2021,04_Sejong,C018,3090,3071,26,5,7,934,32061,10350,1677,134873485,246,227,3,37.8,16470.8,33.23,33.02,726,432,1158,1,16040000,62002370,78042370,67394.102,78042370,62,62,0.033,0.039,328.7,342.4,150.9,157.2,6350590000,11,6325090000,9,25500000,2,738369836,3016774452,10509613.8,35837783219,8801302891,8718170971,2877982690,410033490,11679285581,3592520.9,2303,1671,3974,3.33,1271,703,298,52,7,19,10,0,3373000,85.8
294,2021,05_Daegu,C019,4740,4677,371,148,202,1803,67674,16129,142,10186362,269,1840,2,44.7,21724,38.23,37.72,2069,112,2181,7,23728010,99440760,123168770,56473.53,41024760,56.36,57.14,0.027,0.272,171.6,186.4,136.4,148.2,9291598200,33,8768610000,18,522988200,15,886238593,9716734627,11712746.6,58657434780,16438247600,16307868180,5610724040,958600000,22048971640,4554631.6,2851.8,3551.1,6402.9,3.49,2073,1222,336,54,26,1,0,0,84079,85.7
295,2021,05_Daegu,C020,1538,1639,101,33,156,786,20008,3287,216,28914953,318,1429,2,66.5,21670.4,35.77,38.12,2983,199,3182,4,26268512,0,26268512,8255.346,26268512,57.33,54.43,0.3,0.073,248.9,212,335.8,286,532383000,10,375490000,7,156893000,3,254929960,640112353,11397017,18930445229,4101419430,4073986730,2483914775,90269280,6585334205,4157408,1163.7,1300.6,2464.3,3.49,680,391,132,49,11,0,0,0,0,89.8
